ds_dx_cost,mds_tx_cost,dr_dx_cost,dst_cost,vxdelivR,vxdelivM,mdr_r1_cost,mdr_r2_cost,mdr_sc_cost,cost_hash
28.4257278579138,28.5581978371999,34.1108734294966,12.3504568461831,2.26179618511628,2.20101132550671,336.382242314885,652.640961825007,568.288981982437,Xbe68e
21.6104261763142,27.5902725222684,25.932511411577,13.1645892803456,2.42592924787609,2.58557935568325,391.96142549996,684.492285401733,600.446425138608,X6e5e5
28.9885069483137,28.5959199990857,34.7862083379765,12.6898575107911,2.16422640223624,2.46782728853951,363.616805280642,718.203143364875,460.629090193137,Xa8c80
25.7414900192725,29.5470884817837,30.889788023127,13.6932026867267,2.44960137156488,2.23636470355886,380.589926879274,595.854994436708,576.82034504655,X729d6
24.0959725186289,28.3036925037178,28.9151670223547,13.2941885720362,1.90222348546969,2.4976584361558,387.700408839853,724.808804644061,583.421105521086,X7f089
26.4461660511882,28.3044484782807,31.7353992614258,14.0039721816906,2.31205210828882,2.51486083982778,394.815757719129,779.47165063794,514.631955288399,Xf02b7
24.2116205608899,29.31919959208,29.0539446730679,14.6913628744661,2.70757844034348,2.3580442328628,363.065198442526,573.819256336399,528.686978020655,X9c4bd
25.033265037995,28.9941567920085,30.039918045594,13.3019034974742,2.45233877128288,2.33863838643309,380.200024846592,633.425596707517,466.767650889914,Xf7137
25.3204599020869,27.3390414142536,30.3845518825043,12.8126756907542,2.65871235164881,2.40043983174583,367.219253794119,714.04317307164,636.549674584324,Xfe024
22.3845347223589,28.5588569513709,26.8614416668307,12.6033705348691,2.72252379831548,2.66802813579622,372.422119672153,571.044705533698,570.86122378681,X65d69
29.3657971121963,29.4848970685663,35.2389565346355,13.0094345638941,2.33300235002792,2.4902908956245,371.345246763145,738.245375730289,614.543489536917,Xed173
27.473101375687,29.3300550292762,32.9677216508243,13.1495741797797,2.18491568130729,2.48515348254113,370.99406249911,578.533452004993,564.889903380072,X40b60
23.9015265154167,28.6832361214649,28.6818318185001,14.6430401627057,2.51130564932818,2.54401549333114,407.47012224796,681.53632491004,519.331484905486,X01edf
30.516291217581,28.8790180688117,36.6195494610972,12.3819716578124,2.61310805716171,2.26890401107367,367.703858702466,770.465131509645,625.780578102998,X44bea
28.2283144819756,27.6324906552498,33.8739773783707,12.4079751225177,2.4793537079294,2.14579464370302,364.160498083207,608.001578810133,527.867068583431,Xd1017
26.2329612338962,28.605370213151,31.4795534806754,12.9044322957902,2.64709073467021,2.38274930087159,355.826005945581,709.220387818204,648.65265354726,Xe8788
29.5243627854759,27.7900720973497,35.429235342571,13.6256808357998,2.17026389363704,2.22264707530782,366.713235630663,659.924276099373,630.542179558428,X72dc2
29.477372195268,28.1126812482948,35.3728466343216,13.7948871636873,2.20422040022022,1.96722935580501,360.05947820789,628.846715754996,472.271162685716,X25ee6
29.3209807289948,29.0183363151244,35.1851768747937,12.5422105750391,2.65351093576017,2.41724056079466,398.424378175175,628.275971652378,583.733235365651,Xb7ade
28.9533427723613,27.6715094438597,34.7440113268335,13.292038173988,2.48385168553663,2.18051192901402,364.969699418278,641.55230286932,546.486825142175,Xf6b2c
28.5807774551399,28.5837863021015,34.2969329461679,13.1689244751967,2.07659282117525,2.2075147953587,400.331588851928,518.61258409536,629.607859488655,Xe19b2
26.877747217915,28.6886822075389,32.253296661498,14.0659148918391,2.38574796280556,2.37540820985787,303.570506610143,487.50817920671,587.459763599717,Xdd9da
26.2028424847537,28.4460125034656,31.4434109817044,13.9891086611392,2.34475139045854,2.3336349450193,376.933277353258,762.619218937069,646.285516109035,X1bfd7
25.9967952276814,29.5944900106124,31.1961542732176,12.9737558234199,2.24483025325315,2.18384875416561,357.644473781407,722.631401851847,524.022618894876,X3bece
25.1277990362264,27.7459478405934,30.1533588434717,13.2333220146224,2.19047136618989,2.35313030006112,354.939818015639,758.658521168518,642.011943626826,X48743
26.4739796961827,28.8042256542297,31.7687756354193,13.6728908729746,2.03254268221321,2.42385670337964,396.49604985908,689.529865100711,601.966962190567,X6f10a
23.5496000832099,28.3525354014132,28.2595200998519,12.0020614571593,2.15161892363168,2.47770627568921,354.153932188583,623.727779958474,610.153350292244,X0990b
33.0470456124391,28.2408238670579,39.6564547349269,12.97521185154,2.62088123000097,2.27662572664873,392.364005125011,634.81908035197,563.946222361831,X031b1
30.3894883749687,28.7119205758646,36.4673860499625,13.61648953841,2.4288402126929,2.35983007346175,354.412131598014,672.987120341891,608.1070425195,X6e080
23.9430863085074,27.747212942141,28.7317035702089,12.8209236432552,2.27380189087484,2.43085747211031,383.052349386068,666.185214327923,662.89988462415,X5a72b
25.9348114384262,27.5567720911205,31.1217737261115,13.1565898745335,2.37230310523535,2.3047724071048,384.403291857263,689.498226922095,553.03074149101,X99957
25.7584588198633,28.088985632023,30.9101505838359,13.1847802549409,2.72260038541844,2.51358535550785,355.769068243847,727.111469492366,507.435600933768,Xaf735
29.2058948821952,29.5487194845722,35.0470738586342,12.6757206304443,2.51065560105625,2.51930097590901,357.215866467933,716.552061867762,670.444861655033,Xb43c2
26.8184084984098,28.4465667047491,32.1820901980917,12.4795095064422,2.08560676034126,1.9862386008024,374.248915116756,724.503755408166,648.377484079042,X3a194
27.7494929244623,28.6257125820735,33.2993915093548,13.0551982277054,2.30927605370871,2.53443299386756,385.623032211117,697.248574969974,591.899460426984,Xf9a70
26.9700155164537,28.2869543711211,32.3640186197444,12.9485818834765,2.63554836891916,2.27043380166173,362.289838593932,768.763854639571,658.602632459391,Xb50d0
26.9304043856133,28.7160806352085,32.316485262736,13.8042933638976,2.29516240616456,2.5507030509779,369.036623414008,533.453207447071,428.268279049018,X665c1
30.8337271200197,27.7918718066668,37.0004725440236,14.3083840519096,2.38362756449332,2.3998197170555,338.134565308888,762.437709233108,565.2795303987,Xaa923
26.424606597515,29.1628039685263,31.709527917018,13.1913623578058,2.17855474312946,2.25165994901495,383.34832108518,531.232337607321,580.468273251545,X46e52
31.2426459463519,28.7903024639076,37.4911751356223,13.4888337904786,2.64202071868104,2.5582406151569,371.008743015502,641.675452327727,538.804184315394,X24d42
22.7659989188028,27.8862484299684,27.3191987025633,13.1489848235989,2.45926341314866,2.19883851699126,396.102554273437,649.643773556307,625.684838121353,Xf51af
28.6656652225422,28.4457793840896,34.3987982670507,13.6356790705669,2.37909100023893,2.29442915901854,358.686628054205,646.731200015493,537.784736882755,Xf5bca
27.3914691283365,28.8758407952587,32.8697629540038,13.3582977328755,2.71846495733968,2.41885035281707,355.87733784348,609.307584330485,568.896922135796,Xb1c83
27.6461297663435,28.7727730362268,33.1753557196122,13.3714110268579,2.35429268915183,2.28789694421455,379.142086311025,642.649393563703,562.587870074713,X28442
28.0988241547325,29.3733729904349,33.718588985679,14.006295653681,2.4775378845275,2.32923282667749,385.049702642704,727.133467047179,471.425008708193,Xa6c36
25.6598213474256,28.01197308852,30.7917856169107,12.484623452989,2.77195271714075,2.52648171631708,398.878590867412,639.372471093882,559.826050103439,X0520e
26.1274992410755,29.135656932511,31.3529990892906,14.2489627033868,1.95482109278702,2.62394461054862,398.26792927236,568.754987666426,583.377454974643,X2252d
24.2321650873569,29.0839357077378,29.0785981048283,13.4529283802527,2.08740558267076,2.32179760746244,374.629696613501,673.408069096269,549.857480343554,Xa48a0
24.0850006362328,28.3047367411349,28.9020007634794,13.3310037016384,2.1616844563713,2.55736377367604,328.056547706549,756.0506218164,629.44009779194,Xfc60e
27.8883452919786,27.7761146228777,33.4660143503743,12.7941104956095,2.31199696447372,2.35522519861555,366.245903047272,593.363213365373,634.725778641579,X7084b
28.2884502005922,27.7025387718326,33.9461402407106,13.0812723571188,2.50130455228633,2.66088310036691,317.991459608764,657.921879059781,687.711334922763,Xdec25
27.195538683177,28.707823697059,32.6346464198124,13.4707308276996,2.06043547493835,2.54340057730642,382.681086294919,704.650304729391,533.628499985628,Xd0762
29.5994214306558,28.364105350149,35.519305716787,11.7048600788236,2.53526437985105,2.28130796557352,350.660287319313,631.219078682868,668.302625886434,X1a342
32.7183159423669,29.5664901645143,39.2619791308403,12.7642034860459,2.17246076403762,2.30654995256999,364.272052425781,713.382741033322,635.624230830566,X66ad9
25.691049326179,28.7580907995138,30.8292591914148,13.6245449436093,2.24854450479116,2.55548615685566,357.329498107014,659.5964448668,648.688140204377,Xb3072
20.6631249118991,28.1686165285768,24.795749894279,12.9866509507043,2.06857068637685,2.44024523801274,361.961676178631,625.561824085749,565.980868347218,Xfb217
29.8302544204038,27.7438715990225,35.7963053044846,12.6200259619451,2.47823042136873,2.06375655315409,344.21930222155,810.225073416109,598.674462410295,Xf1b09
25.0877175570597,28.0318496716398,30.1052610684717,12.7394457988716,2.47503516163416,2.2187587706299,367.929291683076,737.184155432085,444.227337388916,Xa1de0
25.146322858672,28.6331560424628,30.1755874304063,13.3707977683816,2.27385722821278,2.14771796451561,337.829072506683,757.034401051709,492.647025519204,X12f61
29.8851006766765,28.1172844601397,35.8621208120118,12.0155806191411,2.2729571099524,2.09052474491011,353.432738857198,502.564974231385,578.720412485869,Xbed76
26.2614409020434,28.7445036899216,31.5137290824521,13.8311966947075,2.22736369904294,2.25492458344347,367.978308941352,538.294857398651,471.150134571015,Xf6285
23.6731555324029,28.1930555915763,28.4077866388834,11.6286289603576,2.31247389620353,2.05939731747691,370.739126350022,579.566870422168,631.622899887699,Xaeb4a
27.5503407112004,28.3417287049579,33.0604088534405,12.8353356522,2.13267611185587,2.55159252457947,395.980640024652,685.35213694244,625.235290476771,X9d34f
26.664865724417,27.9356006292942,31.9978388693004,12.629694326458,2.46730731483905,2.2744633402852,383.714505298803,538.203903011329,574.970488701257,Xa9ed3
27.0648998688717,29.6483337712219,32.477879842646,12.2954018890006,2.0639404202388,2.42385088838513,374.611770221539,631.059021247268,591.798724877203,X809fa
28.1144236943186,28.6264841790765,33.7373084331823,12.4190671311427,2.56060157793195,2.29863688354716,338.942807970567,648.752144514312,633.387807231705,Xb343e
26.0239267323022,28.5602064884336,31.2287120787626,13.3811784908775,2.26483220304836,1.99953312828923,343.770501793817,721.270482533404,544.831415724598,X3bfee
28.8309347914997,27.3108586713708,34.5971217497997,13.1132249365681,2.66883521261501,2.22261441749089,387.100408129808,606.242236938303,623.583342925432,X9639d
26.4392202780426,28.8390980537073,31.7270643336511,12.9820353377127,2.28765452900379,2.4849840524935,379.788790924592,648.210579542433,469.420504257757,X5f322
27.9664777509727,27.7451184537029,33.5597733011672,11.518630325854,2.64960977953999,2.42617474643532,398.188588064345,679.33264078432,604.336536328903,X07df6
30.0821860363689,27.830965893033,36.0986232436427,12.240543157998,2.40001526218692,2.54755084530778,362.710314211231,529.400749646644,605.044506879279,X3ee9f
28.2524214410881,29.0071181476953,33.9029057293058,13.1048693368893,2.48701030921827,2.36787429896497,359.857209859311,513.302603720159,582.180858464784,X3263c
26.1476199188985,28.1161368127604,31.3771439026782,12.5638724911844,2.51419123541243,2.45811640887941,380.381853878271,552.20979449862,445.573215858492,Xd40ff
30.2259013435183,27.2741353311947,36.2710816122219,12.6227490402849,2.20937401178517,2.14649505988899,397.55520835079,595.892379289368,522.324678587265,Xa8b30
29.7964203559498,29.5605124164568,35.7557044271397,13.9603815369677,2.4752685751078,2.45667294465114,377.818670583825,738.562861423767,545.468398700157,X9089b
28.5655103870028,26.8653526661415,34.2786124644034,13.327211966783,2.51271042135298,2.16831207220934,370.658976461683,674.515115811186,480.77446301505,X08005
27.7091542739374,28.7825732381193,33.2509851287249,12.4437452230984,2.02830682243364,2.16552876603418,373.595127019652,656.146805888856,651.76751019077,X3e3d3
25.3125319575676,29.0713942699124,30.3750383490811,12.8604345197433,2.06379966781932,2.44451814847134,362.709888767592,638.306310585732,576.263295221628,Xf4a32
30.8117424421204,28.0002885842413,36.9740909305444,12.9935903347948,2.63835544487902,1.97168881303233,394.111227659307,544.764516840736,670.018622297595,X2e346
25.388986263387,28.6990506862063,30.4667835160644,12.7071330829827,2.01302266510761,2.34064917609679,345.092202118701,770.574661864785,621.101129619082,X3c298
33.0978659136942,28.6956995918449,39.7174390964331,12.5015529964784,2.59659045984842,2.48968113597944,346.132779308467,765.908928663169,605.390691486734,Xad6ef
31.287279974349,29.0865839685567,37.5447359692188,13.1624684712038,2.36375160654683,2.32938670900117,376.716323737215,657.569681510508,429.186189001134,X44d79
26.3971476548395,28.724923017965,31.6765771858074,13.7369880110806,2.16185417235808,2.5548508680412,366.090256382075,774.265541802118,691.215585633894,X6fe1a
24.2104688939041,28.2511880909815,29.0525626726849,13.3643519617681,2.39607660056141,2.1840864533744,380.459411443241,544.883539692488,604.013363401329,X07edd
25.0843830038834,29.0055915597514,30.1012596046601,13.0549955316039,2.3817386962901,2.53704439374295,347.092499758869,667.340385534505,644.951604738741,X7b51d
27.7593522061334,28.9306177338058,33.3112226473601,13.4809718099856,2.31716976954916,2.00849768860116,401.763957000273,673.637284271846,553.963472339529,X91c12
26.3667514267329,27.8016914789791,31.6401017120795,13.775185755721,2.24212314373717,2.71223114257474,373.572977930683,632.54631440774,575.485467225074,X30dc4
26.0878562697184,27.5000158303445,31.305427523662,13.098199071065,2.24632962381438,2.57664186741635,349.23362834431,719.699910974332,477.61148627326,X64c8e
24.4173291743785,28.5144850731212,29.3007950092542,13.5302262155628,2.3874655150165,2.42360309100602,313.265683986293,759.198185869987,484.289994810071,Xf35e8
26.9244386229746,28.2322911575196,32.3093263475695,12.3700441183357,2.27765137264606,2.49929221211814,389.188096438581,650.902082478655,512.413079420128,X8b56d
24.878364594388,27.7698679231325,29.8540375132655,13.0191306238777,2.19996654174235,1.99358085613917,393.206737037584,534.335741428214,401.57499768942,X6a521
22.4363902509114,28.4648705195772,26.9236683010936,12.8954981881625,2.41901558584958,2.3610834081951,370.617973760551,694.844404946437,651.62417947953,Xe3b04
25.9974713209155,27.5525183796486,31.1969655850986,13.3417569362527,2.49968187537037,2.26064392779251,369.271508891837,545.514188205677,614.495577477892,X3ad00
29.5903761142175,28.5151016649547,35.508451337061,13.4588743416618,2.50487767919304,2.16909837205359,344.867377544774,759.06600646736,487.013146149378,X7d4bf
25.4578802709651,28.004213382959,30.5494563251581,13.1104400356244,2.37515429783164,2.31052868053318,370.780660948176,569.632688114406,620.754811849127,Xc9108
28.7302394918006,29.0323476190704,34.4762873901607,12.6448856141013,2.48611509910831,2.10033930721377,382.043789981736,661.916017429665,660.577419814882,Xc411b
22.574825318177,29.9858991825892,27.0897903818124,12.5264315368192,2.19892671042479,2.23909371340859,376.25009939168,629.33068979889,546.757833948389,X79a38
26.8953069649045,27.8150719016225,32.2743683578854,13.4017853403342,2.25744272377565,2.1715407378843,340.787210516861,483.834972579473,616.183411474731,X50389
28.4853413772524,29.0976581960511,34.1824096527029,14.1830144541995,2.65540946012857,2.63757145656635,345.314591394825,558.318713721061,652.470467632641,Xae8fe
27.8817766341667,28.9465570215117,33.458131961,12.6297282934693,2.27004779533192,2.57906968296691,378.925115706078,695.104272360764,660.896238309357,X6dd0b
27.3411990858711,28.3647113480648,32.8094389030453,12.9212172884377,2.2127791458598,2.72697514310411,393.878745770662,776.383768496906,624.403826515844,X589d2
25.2771346982719,28.1155222249461,30.3325616379263,13.4395746916111,2.40665937353377,2.40487052385008,389.769399060112,618.263996430979,607.234587076454,Xaec67
24.6991653622485,29.434052551595,29.6389984346982,12.7981831433218,2.35319032298294,1.97024551341924,331.018760590535,602.551918112231,483.942186603394,X79ed8
24.2168075525598,27.1070664547253,29.0601690630718,13.2880779015536,2.44385865287079,2.55254705893138,348.787204714967,535.348442102193,669.071532124289,X52250
27.374302343633,27.9923428295898,32.8491628123596,13.1655170989238,2.41374811368717,2.27061499527155,362.19077746716,514.318536556842,622.646958332418,X655fb
24.428788967965,27.4765845744846,29.314546761558,12.637613643569,2.55778618882093,2.23877657973159,345.476542956172,632.167968201196,631.058681654077,X15e15
25.6923593700696,29.3170819887456,30.8308312440835,13.8023707023553,2.24279937263411,2.28960763313527,344.096958252959,636.636052421041,438.565694741798,Xfe088
26.3407555592663,28.2863975767812,31.6089066711195,13.8131413922738,2.59596464930304,2.41172702895221,384.088047252914,610.877848113846,672.196288149352,X7cc31
32.1480224799575,28.0693662339686,38.577626975949,13.94197862217,2.47698292136715,2.4826449329606,384.501230442876,548.163195033752,674.572081433945,X8be5f
25.2460405485881,30.4795016503007,30.2952486583057,14.1186505879485,2.54051935913094,2.48643200679395,340.535236636199,636.649817838027,479.274923020485,X42d80
27.6999034753005,28.3778104904161,33.2398841703606,12.8331460516071,2.53245218327939,2.3428828247354,393.116357129645,686.956185700004,574.164905003503,Xef373
27.2645543647613,28.1219539016241,32.7174652377135,12.8634876055909,2.4301684615057,2.00665819169808,395.216867542699,742.773378011882,620.715926289955,X74f50
24.3890165630319,28.6051971453086,29.2668198756383,13.3892497758665,2.45509944684297,2.51757061962278,392.396772184376,650.845931869522,629.933766615658,X2ea0f
26.8517622412167,27.3910756050839,32.22211468946,13.6564872381139,2.49914546653401,2.3753852338084,368.120469502646,653.49066228495,704.836441361712,X76704
31.0437572456186,28.7289542474288,37.2525086947424,12.9539443153881,2.40490631769177,2.32344325435958,368.29053749505,652.056084246742,553.818345291028,X61245
28.2975602712134,28.3478352226997,33.9570723254561,12.8932910061588,2.65203392835446,2.14653802607107,351.953690984266,687.404279424967,588.39819364855,X3b8fc
27.1629860166953,28.7148019701463,32.5955832200343,12.7520685871798,2.32061977415034,2.39998022578748,371.737012556885,704.458551761971,472.584200508432,Xc8c8c
25.8805759213842,27.7719269803373,31.056691105661,14.2738401453224,2.18914869251761,2.18759799675623,380.989596821899,563.692601370459,613.33785487428,Xb543a
21.3708571843286,27.7455341976939,25.6450286211943,11.3828590714802,2.60566020857823,2.63917548227524,381.153499730855,665.119846541235,482.432079596264,X0faab
30.1775882396486,27.9597070866534,36.2131058875784,13.0785914245035,2.62644395507168,2.16615188069512,383.076165019624,720.675223779379,555.479078075626,X43874
23.0096681197988,27.9112440479251,27.6116017437585,13.227684839498,1.7725004276798,2.32413720120088,392.757846001244,798.968452969915,509.607315661872,X6047c
29.0952291694258,29.2545244825301,34.914275003311,12.432323654974,2.28936600773101,2.57368051318939,362.841604947667,666.605473502982,684.492368631481,X42fd5
32.3284431657274,29.4365466091075,38.7941317988729,13.4792371278803,2.3344310803576,2.42947105239942,394.122411640471,565.074197957396,484.221602793185,X0f4b2
23.0559804519025,28.3083702087244,27.667176542283,11.7748650454029,2.39262189792636,2.17934949116272,337.044937259534,666.021292582033,505.433202191645,X72366
28.9896917501068,28.1770700748804,34.7876301001281,13.8918651952954,2.22549399166662,2.26961673800391,363.57025699624,781.802427769964,450.637443177115,X9fbd4
26.323871814593,28.1964993287453,31.5886461775115,11.9949122293284,2.33821109378117,2.42921739000604,351.417526091089,703.745011039696,581.524136527565,X9fbe1
22.7013118690586,28.45532138749,27.2415742428704,11.6041410562562,2.4677857525672,2.33517317972751,382.398525514121,655.658013629921,651.799273452402,Xb6840
22.8602588635808,28.4733014765909,27.432310636297,12.6468057996813,2.44390938567032,2.30977456894628,375.465376967974,526.459386344262,588.396756785244,Xd0c19
22.6200304423802,28.5988084890572,27.1440365308562,13.3174255915079,2.42494089998919,2.50953469429239,350.382795543861,544.233313933286,508.24801421999,X17261
25.5807769989094,27.9250929146382,30.6969323986912,12.7279462377729,2.41952143761744,2.33410772286654,367.346202930016,607.945867908272,495.49880778207,X22a6d
23.0065832487228,27.8599658891458,27.6078998984674,12.7948022789315,2.5093947210213,2.32032428257299,353.776458119351,723.223834514665,448.950142725599,X418bc
28.9513420391997,29.1882570518536,34.7416104470396,13.4414036043786,2.06916168141853,2.50369384096344,378.965751549837,574.980631018111,582.379025385985,X1197c
32.8566542932985,28.0537981509245,39.4279851519582,12.4328370874931,2.32474738462054,2.29950313519385,328.360336434678,534.874324525177,423.144111395476,Xf8af8
23.4897725233857,28.607263980306,28.1877270280629,13.1378028801123,2.51358533319843,2.27174009084465,380.751508956241,581.731248508102,634.215266795657,X69ee7
29.2273925511128,28.3733048579532,35.0728710613354,13.5607473724284,2.19983308315494,2.2167769693459,372.017487700075,538.989581310661,557.558447549214,X70792
29.1756884785002,27.7878622860621,35.0108261742002,14.3838088329215,2.26179580742118,2.16811663907158,364.223310788397,623.844090537821,579.880959090052,X4a360
27.9676409305214,28.7944333778527,33.5611691166257,13.5473579955924,2.37882122099434,2.24659424393288,383.082247202294,554.565052694756,663.343698551707,X89c56
24.2603690395073,28.5228210075757,29.1124428474087,14.4423282902433,2.24899087404979,2.27402619199992,345.687466754171,516.811622545186,565.429658804145,X039d8
26.7186221557352,29.3199867964635,32.0623465868822,13.5283098202103,2.53915598794314,2.36916715889021,362.437126071471,735.890508886519,659.901887226186,Xf3960
26.2735470275646,28.4866595184637,31.5282564330775,13.1976518366878,2.39269677652167,2.23677892287746,348.852185701853,505.727754734145,637.151647190634,X33461
28.605865062696,28.1948701837909,34.3270380752352,11.5651635225132,2.55634847588097,2.60337632719207,346.335744185685,579.51474422781,549.478997969204,X3a4d4
26.0190078027049,28.5911795075832,31.2228093632458,12.3127473756421,2.58900747462438,2.1832186283817,386.315634405924,585.325974279169,611.974530468257,X175c9
29.7507065744157,27.6398623509283,35.7008478892988,12.9689148338223,2.42208683391882,2.46549867568082,342.624917678726,645.34144117577,623.396466114106,X4cc6b
26.0130839801069,27.8671158355446,31.2157007761283,13.7160326772002,2.30685457154896,2.47818770693082,394.484440046599,734.817068678505,566.0505776512,X8992e
29.9601545903459,28.7419322902312,35.9521855084151,12.9663422071872,2.54040068098754,2.47866194475053,363.451878603642,758.006661669793,613.80378758907,X863df
24.1475385767259,28.1938465658272,28.977046292071,13.5938678786642,2.38733206311058,2.19938646904332,339.719690473632,623.977070824173,617.38256831094,X460f6
23.5640939737165,28.3674623740317,28.2769127684598,12.4292795308107,2.68466235542085,2.29275283275051,400.841995635118,665.197807244021,667.395951135833,X040c0
36.0118139776263,28.3354499146899,43.2141767731516,13.0013958170215,2.44694705025677,2.06301581368623,378.964463366431,549.979805022639,421.045369281204,Xc97c4
25.8961708311301,27.9875872872372,31.0754049973561,13.3572186561824,2.04240991857555,2.53857038462383,378.046073915506,653.585958026539,493.075515379839,X34f1a
27.8736856334226,27.0984682981347,33.4484227601071,12.9396287143902,2.58343373518603,2.58990455801549,406.415638753087,685.378781824428,661.563068253244,Xf2ccf
28.8093454615962,28.6370204682555,34.5712145539154,13.2817454116715,2.59056461865167,2.07168701213483,373.070187127562,506.465969598552,601.545261870986,X6ffca
25.7111001554639,28.9052844505497,30.8533201865567,12.714049899492,2.39741546883072,2.54888957275251,398.108328396014,676.029782182515,517.637569460184,X11661
28.4783029278689,27.5728461006545,34.1739635134426,13.4712092944023,2.21460866126932,2.64463749037901,392.855571112106,711.562765370275,619.411111081448,Xf0fc2
28.0693033607534,29.3736775801612,33.6831640329041,13.1412765574663,2.02425989638448,2.15016335222514,377.808011087035,588.618919618602,573.274359146045,X1ad27
26.4533406905516,28.6606231849282,31.7440088286619,13.1659132284452,2.1786610655176,2.36220294262732,369.323514142333,507.242339106761,567.202516919884,X2f46a
27.2295224630526,29.2822021121166,32.6754269556631,11.7881236414523,2.41540734568229,2.26346020105054,364.819736245772,736.583919624015,417.873230127978,Xf5bb4
26.9547489893438,27.7883034876721,32.3456987872125,12.7119339870327,2.39595601983842,2.42681365835251,362.433802550068,676.729735009733,633.999452469079,Xf17cf
32.9350346339163,28.518711580528,39.5220415606996,12.1207680609411,2.28597066737191,2.48448554535073,374.98535677934,683.112083075699,507.030900525097,X6f7c5
24.9988496852965,28.3453327801529,29.9986196223558,12.0366736521322,2.62752717572874,1.90226291945583,379.112336230849,649.089574064061,621.458301673453,X2c91b
24.0180633993364,28.9097476202538,28.8216760792037,12.8421867330611,2.68527552871764,2.59429705437682,396.95472427189,621.287928622492,598.760711297571,Xc82d7
27.1534604453921,28.0361011064828,32.5841525344706,13.083503223368,2.47380126685899,2.1930736923964,400.464963574607,582.9162644941,581.04155528927,X9424f
27.9075708289415,28.4037655226026,33.4890849947298,13.4054654697127,2.44931351156397,2.20757200713855,372.991110710509,551.752073714902,550.167930532999,X65f24
28.2561326091572,27.2544531928408,33.9073591309886,13.9906086548094,2.55521562381014,2.47334986737472,381.259861112937,716.215782604283,568.058537774468,Xf6fd7
25.7813842552245,27.9049847084339,30.9376611062694,13.5219634804235,2.31265945838107,1.94193701487143,335.063782318466,653.370409696669,613.713709274173,X40465
24.1084102190425,28.4915817308878,28.930092262851,13.9332346346311,2.19986148161895,2.50859893731143,372.675422351503,577.288643627927,578.02475310857,X4b344
30.5422039599066,27.9513194914065,36.6506447518879,12.8186935671219,2.39937312684032,2.35154933379514,365.538603914932,704.75591778534,555.419184933497,Xeaa71
26.0820273374631,28.3820136248753,31.2984328049557,12.976972935751,2.34353021965248,2.25235276718389,401.205658644664,609.387428590795,540.540192480012,X38302
24.6554480870128,28.1062425248011,29.5865377044154,13.9861937836149,2.10297924749265,1.75431584488335,374.022110193756,583.488314517231,665.194517623391,X79623
26.395545893167,28.8047454585434,31.6746550718004,13.200874592445,2.34951251879601,2.1935503276368,374.827166500409,658.676215759544,594.52877272971,Xaadc9
